sentenceCount,wordCount,spellingErrors,grammarErrors,topicCoherenceScore,avgSentLen,uniqWordCount,fleschReadingEase,CLIndex
26,221,21,4,3849.8794640086703,14.884615384615385,146,54.63,10.26
28,168,11,9,3249.6592081035296,11.75,105,82.14,6.31
20,171,14,8,3428.806158936745,16.95,120,79.8,6.9
16,147,4,1,2845.780123336622,14.75,86,73.47,8.4
22,247,28,1,4379.049441323659,21.227272727272727,170,73.31,7.61
17,129,7,7,2464.233956884163,15.352941176470587,91,81.43,6.43
43,407,19,3,7513.104632888557,16.930232558139533,229,62.98,9.16
28,157,12,1,2812.395932915529,9.178571428571429,85,79.06,5.88
11,176,8,7,3326.9425021987286,30.181818181818183,98,57.74,9.01
29,298,26,7,5605.617751414849,17.586206896551722,203,62.27,9.16
30,209,5,9,4120.811603656778,12.933333333333335,102,83.96,6.95
25,178,21,4,3405.733081491068,12.96,124,73.68,7.82
11,127,10,3,2420.8817808122653,19.90909090909091,94,55.68,9.52
33,231,13,7,4493.904230521627,13.272727272727273,138,75.0,7.41
31,283,15,4,5538.134092328183,16.0,204,80.21,7.54
24,230,5,4,4714.045465347609,17.375,153,61.16,9.75
23,172,10,4,3473.338858153373,15.869565217391305,129,81.43,6.84
23,189,11,1,3899.918252947212,16.130434782608695,91,80.62,5.51
19,175,9,7,3610.2213312386466,17.105263157894736,122,62.58,8.99
6,65,4,2,1364.800684734085,20.0,51,64.44,10.51
22,176,11,3,3435.0442679911944,13.818181818181818,113,74.59,7.3
20,194,28,4,3499.4697594272616,17.95,139,59.84,9.92
26,272,30,9,4719.8407910716705,18.346153846153847,185,68.4,7.49
10,107,6,4,1893.5750492756063,19.0,77,60.75,9.05
42,449,31,9,8586.97690084936,18.452380952380953,260,55.88,9.93
28,205,5,2,4248.428181201299,13.0,100,66.64,8.98
28,238,28,8,4387.943251613014,15.071428571428573,173,69.52,8.53
10,130,13,4,2304.969121248111,24.3,97,69.75,7.67
38,303,24,12,5643.337948897334,13.789473684210524,210,65.32,8.58
23,184,9,5,3535.1502415081654,14.347826086956523,131,64.81,9.04
45,309,26,7,5726.836494934852,12.577777777777778,200,75.1,7.18
21,176,21,5,3221.104377738508,17.047619047619047,118,65.86,7.43
17,174,10,3,3238.566501327636,20.176470588235293,115,72.39,7.26
33,317,24,4,5026.569657437961,14.424242424242426,203,51.38,11.95
24,213,10,2,4142.767503855416,17.0,132,68.81,7.83
6,61,8,2,1128.2183998835735,16.666666666666668,46,79.9,7.48
30,225,16,2,4555.683951398458,12.333333333333336,150,75.4,8.05
25,227,8,2,3831.920429144068,16.76,128,70.13,8.47
12,244,7,1,4947.141452943591,39.583333333333336,85,53.41,8.61
20,157,12,4,3164.6078698834017,14.3,108,73.07,9.1
22,197,9,3,3865.4711985855847,15.909090909090908,139,64.1,10.15
26,195,25,10,3421.6365951729636,14.346153846153848,144,79.7,7.07
33,303,20,3,5333.897775036332,15.393939393939394,193,51.99,11.43
18,174,14,1,3404.6026174818676,18.166666666666668,128,78.79,6.84
23,236,18,1,4608.594604440591,17.869565217391305,144,48.74,11.26
18,203,14,5,3802.809363620784,20.5,131,66.47,8.24
19,207,24,5,3961.624764442652,20.894736842105264,129,65.15,7.84
30,289,13,4,5499.766396148197,20.53333333333333,170,76.45,7.08
4,62,6,5,1164.8487697802734,29.0,48,67.42,8.83
31,257,28,1,4583.566674678109,14.451612903225806,181,73.58,6.84
27,273,24,7,4482.6404982229815,17.25925925925926,175,55.17,10.86
24,254,13,10,4959.496818277651,19.75,143,75.95,6.67
23,178,12,4,3308.034581839718,14.478260869565215,122,72.46,8.35
21,265,17,10,5129.545688891401,24.142857142857146,163,77.3,6.85
18,106,8,5,2116.196833191955,11.888888888888891,80,84.88,6.42
18,144,4,4,3110.11806330472,16.444444444444443,67,71.04,8.93
1,9,0,1,236.41259806155347,15.0,9,90.09,3.76
18,121,9,8,2331.174876437826,12.0,89,76.42,5.9
19,256,10,7,4486.109025185436,25.578947368421048,144,58.15,8.66
3,77,10,14,1297.6410595209713,56.66666666666666,54,11.6,6.47
15,114,6,2,2152.947708431905,15.133333333333333,72,76.56,6.04
31,248,2,9,4156.533569865854,15.161290322580646,132,-156.57,10.59
35,244,9,7,4506.624137107366,12.314285714285715,166,72.56,7.54
25,195,5,9,3370.975954188596,13.08,119,72.87,6.6
25,278,12,12,4645.74048463156,20.92,189,45.09,10.04
36,358,18,10,6920.580373664025,22.08333333333333,186,68.44,6.27
19,170,1,8,2830.3047691687275,17.42105263157895,113,57.5,9.57
24,183,3,1,3244.9073548699357,16.041666666666668,117,78.59,6.78
17,158,5,7,2814.0540765392193,20.0,89,70.87,6.16
18,162,2,10,3072.1448862841858,17.722222222222218,117,68.4,7.37
29,248,10,9,4174.106081319845,16.82758620689655,170,-412.35,9.78
12,152,6,9,2720.6974259744293,27.83333333333333,112,59.6,6.98
5,50,2,5,838.0363623476668,19.4,34,31.55,10.98
17,200,12,5,3674.0400369324548,21.176470588235293,139,64.07,8.48
39,330,14,15,6157.102849150384,17.05128205128205,153,76.05,6.67
13,173,4,6,3247.0315299638683,25.615384615384613,91,55.0,9.18
5,96,23,3,1241.8591953797838,30.2,71,41.43,11.27
21,179,4,7,3426.666320281043,16.285714285714285,79,76.96,6.56
11,145,7,1,2886.5126771104797,30.09090909090909,82,69.38,4.54
19,143,7,11,2258.567599286661,15.421052631578947,71,74.32,6.91
9,99,13,4,1705.4962299009871,22.555555555555557,81,-110.55,9.19
23,243,15,6,4568.729470095679,22.391304347826086,129,-424.86,7.92
22,274,15,9,4545.945365530681,23.04545454545455,138,62.01,8.19
18,192,20,7,2946.675632250903,21.88888888888889,151,51.41,9.06
11,108,7,5,1622.36451261743,18.181818181818183,79,34.29,10.33
5,50,4,1,974.4051483389367,16.6,37,60.28,8.71
15,145,2,3,2659.2723409888836,18.866666666666667,102,64.95,7.78
20,135,5,9,2230.6377900994426,14.6,89,79.9,7.02
38,220,2,6,3971.2133196482137,11.210526315789476,133,-342.99,7.11
16,163,1,10,2887.8808441386664,21.9375,96,-280.74,12.27
8,90,4,4,1706.6666850736042,22.0,63,67.72,8.54
23,197,19,3,3448.5355708618936,17.652173913043477,126,75.64,6.27
22,138,13,0,2247.3525513744717,13.454545454545455,86,81.02,6.38
27,218,12,14,3713.1593521287778,16.296296296296298,139,69.21,8.65
21,174,4,4,3210.0240544500393,17.857142857142858,109,67.28,7.31
22,192,5,5,3259.635280049338,16.90909090909091,126,66.17,9.05
18,158,5,7,2854.4191510901487,17.333333333333332,99,75.74,8.47
23,211,11,9,3799.6086448854044,19.17391304347826,161,64.95,9.58
21,225,26,10,3967.6731939758406,22.095238095238095,127,59.98,8.01
21,149,3,7,2626.5900609495166,14.523809523809526,86,61.77,10.03
44,399,25,8,6754.949207611919,17.09090909090909,226,76.25,7.25
27,253,8,17,4640.046329521954,19.48148148148148,159,48.54,6.8
24,172,7,13,3119.411519796861,13.75,129,72.05,8.06
16,142,14,4,2230.1420031636603,17.875,89,37.74,7.26
31,346,23,6,6207.155602795091,21.677419354838705,221,-89.58,9.02
9,150,11,7,2586.261699626446,33.0,107,51.25,9.53
25,187,2,1,3467.220359151519,15.48,130,79.6,6.26
18,184,10,7,3544.0601404811455,18.83333333333333,120,63.93,8.71
30,258,5,8,4218.070631819238,16.933333333333334,160,60.35,9.52
18,126,9,17,2340.8197403559534,15.833333333333336,92,-192.43,6.01
21,196,11,6,3515.8432263900763,18.476190476190478,126,74.12,8.07
13,122,3,4,2406.7262956642394,18.0,75,-157.58,11.0
20,241,9,5,4140.72368415043,23.95,118,56.02,9.47
40,307,16,7,5878.05147439861,15.6,172,78.28,6.15
34,386,14,13,6779.5558886332865,21.794117647058826,243,-293.59,10.71
8,69,6,3,1125.893451087959,17.5,58,65.05,7.96
17,139,7,16,2297.59152160617,15.529411764705882,104,52.29,8.18
31,243,7,4,4449.047171992831,15.129032258064516,168,-148.11,10.07
4,40,1,4,793.8299554547646,23.0,28,-4.99,7.22
8,123,10,7,1865.9261769534055,29.0,82,41.3,9.19
17,197,8,7,3866.7021963975503,24.176470588235286,141,54.8,7.79
41,305,16,11,5636.183734892598,13.146341463414636,191,82.24,8.17
20,160,9,3,2697.8040538709474,15.25,109,68.4,7.78
24,146,6,1,2332.923966367286,12.166666666666664,112,75.2,6.83
14,122,10,4,2005.5871008592294,18.071428571428573,91,65.39,7.27
31,186,14,7,3303.710933214555,11.67741935483871,125,81.73,6.2
12,107,10,6,1727.307212614519,19.58333333333333,73,63.06,8.43
14,146,5,8,2380.489971290281,20.857142857142858,104,-214.42,11.05
36,265,4,9,4770.673215948231,14.777777777777779,175,75.34,5.4
19,151,8,10,2569.65928925733,16.368421052631582,87,-59.32,8.94
20,169,16,8,2498.662842592557,16.7,103,79.6,6.78
24,209,4,10,3535.6700421439914,17.5,152,49.04,9.34
20,201,5,4,3790.0813468222996,19.7,136,74.73,6.5
20,182,7,2,3154.3360273240846,18.85,97,-97.87,7.45
23,220,8,4,3702.9494487066154,19.130434782608692,111,61.6,9.0
16,159,6,7,2811.0107978407977,19.75,101,62.21,7.26
16,172,20,9,2851.5548060212946,20.0625,123,63.32,9.93
7,51,2,2,799.6886896557195,17.285714285714285,40,64.44,7.67
24,178,5,8,3088.8778223410595,15.541666666666664,106,-294.61,9.66
18,166,5,5,3099.766885105778,19.722222222222218,109,64.54,7.78
18,187,9,6,3387.2647709617745,21.277777777777782,92,61.7,9.0
13,156,7,8,2592.588941141402,24.923076923076927,92,23.19,9.93
21,169,5,10,2426.92054938522,15.904761904761903,106,61.97,10.03
15,188,7,10,3175.6411835541617,23.53333333333333,126,47.35,10.17
15,154,11,18,2525.6958529903004,23.6,88,70.47,6.27
8,69,4,4,1132.2084397499698,16.625,56,-61.5,12.27
2,31,7,2,517.381024750103,35.5,26,16.33,8.73
24,187,10,9,2993.889513273086,18.20833333333333,99,66.88,8.59
14,114,3,11,2239.638198454433,18.428571428571427,64,74.73,8.12
34,291,13,17,5065.570494851769,18.558823529411768,177,75.74,6.27
13,137,5,17,2045.6750811967295,22.23076923076923,81,54.05,9.0
17,149,5,14,2371.310271170151,17.529411764705884,105,50.26,10.1
32,314,12,15,5783.861917923833,22.46875,168,75.78,6.63
64,575,18,18,9814.015103195745,16.703125,331,61.97,9.22
22,306,19,5,5246.34163525252,27.09090909090909,218,55.1,9.18
25,332,9,11,6393.953087456944,25.16,227,58.25,9.64
19,166,15,10,2988.0749742431726,17.789473684210527,100,64.04,7.61
30,347,25,7,5543.992311799001,20.433333333333334,225,57.4,9.46
13,196,12,14,3692.0552836482607,36.153846153846146,112,5.51,7.39
25,186,7,3,3446.412052154942,17.36,92,83.8,5.46
28,246,5,5,4624.346369952802,16.785714285714285,171,69.11,8.53
17,177,17,6,2919.8194193147892,19.47058823529412,120,51.86,8.14
3,136,3,5,2407.6371721501364,86.0,84,-162.66,12.62
7,165,5,9,3003.1890270161653,48.14285714285714,89,-9.02,9.83
26,232,4,7,4105.771530847075,18.19230769230769,155,66.57,7.2
11,82,5,5,1577.8928281041208,17.0,53,73.71,6.97
9,59,1,6,1227.1566897713558,13.555555555555555,34,79.6,6.44
7,158,3,0,2242.7388689440595,22.57142857142857,101,54.05,9.58
25,178,3,14,3099.9829142520844,13.56,87,72.16,7.07
14,162,4,8,2908.6448914131997,22.071428571428577,115,-230.66,11.29
25,180,2,3,3294.5716929655937,14.56,83,79.4,7.07
8,88,5,1,1594.1431417868262,22.125,63,71.48,8.19
9,81,10,3,1512.5182294099027,20.666666666666668,50,69.18,6.05
15,150,14,4,2534.485283984137,16.733333333333334,91,54.76,8.42
13,155,3,2,2834.8649276420183,27.07692307692308,107,61.43,5.7
6,75,11,8,1295.749062809396,25.16666666666667,54,58.49,5.76
10,69,4,3,1196.448728017769,14.0,54,91.11,5.21
27,241,15,13,4021.0077373478266,16.74074074074074,140,71.78,6.62
10,111,8,4,1927.7159439142192,20.5,68,62.92,8.65
22,300,9,6,5374.4551404865115,27.45454545454545,178,54.8,8.89
7,165,7,22,3245.9441622017616,55.0,80,-85.35,8.09
12,100,7,9,1816.5911553015167,16.25,66,66.47,8.65
17,142,2,2,2638.6244989659263,15.0,115,61.46,9.86
18,138,13,10,2506.2682932478433,16.72222222222222,99,75.13,7.08
39,326,23,12,4814.597552103952,16.58974358974359,191,68.81,8.59
17,101,4,8,1734.3189903921286,12.411764705882351,70,73.47,7.24
29,327,12,12,5791.213559962222,20.241379310344826,207,56.18,10.04
15,219,8,12,3494.3016588417026,29.53333333333333,142,39.03,10.52
14,140,0,6,2538.4995729631355,19.142857142857142,95,57.3,9.52
21,224,14,9,4193.720740615681,20.476190476190478,138,59.67,7.67
11,128,8,6,2237.0641769006515,19.63636363636364,79,43.9,9.88
17,161,10,6,3032.72522009724,18.88235294117647,110,64.38,7.67
12,123,4,4,2140.9046522319886,19.75,95,-167.06,11.63
16,145,2,9,2503.9634598934613,16.8125,94,69.11,7.83
28,255,14,7,4590.797508030376,18.857142857142858,178,66.78,7.49
15,182,4,9,3237.69137092697,26.4,93,60.42,7.85
15,133,2,4,2528.2925523865392,16.933333333333334,82,65.15,6.97
14,129,8,17,2191.4808327207475,22.142857142857146,82,59.77,6.85
6,66,9,6,1123.4307286667656,24.66666666666667,53,67.42,6.69
25,255,6,10,4303.641537083564,20.44,169,56.59,10.68
24,215,9,10,3180.5560790001064,17.375,122,58.21,8.99
16,222,9,6,3966.94783540766,25.5,155,48.27,9.93
20,213,7,11,3786.7375900201027,20.55,141,60.79,7.67
14,130,5,6,2087.526825244323,19.357142857142858,85,55.07,9.06
25,171,7,4,3037.635040454053,14.44,100,79.09,5.8
29,317,19,11,5724.818622111817,22.724137931034484,159,68.23,7.43
20,262,22,11,4170.689213873565,24.65,178,49.28,9.99
23,207,14,7,3512.7535526951797,18.08695652173913,125,67.69,7.14
25,202,5,5,3826.0991350711715,16.04,121,67.49,7.72
39,415,5,13,7221.8682128642895,24.025641025641022,239,59.47,7.67
19,258,12,6,4300.371620764057,23.947368421052627,162,38.02,11.16
12,132,4,9,2431.611812404977,23.91666666666667,100,56.12,9.01
23,204,17,15,3280.0693871015706,16.91304347826087,112,41.8,9.34
27,239,12,11,4079.0842011188133,16.444444444444443,154,67.08,8.12
24,231,14,10,4200.227141344276,19.83333333333333,138,63.43,7.49
14,135,7,7,2360.8067034143687,20.714285714285715,109,82.68,6.16
25,198,5,19,3735.0854917485754,16.76,99,76.56,6.91
24,173,6,1,3311.6288605658165,13.583333333333336,130,62.88,8.58
17,164,2,9,3173.7766576990375,19.764705882352946,117,64.54,8.42
26,195,19,12,3372.830068396517,13.807692307692307,128,76.76,5.8
14,198,7,20,3764.9104247575924,29.785714285714285,92,46.98,9.36
28,216,12,20,3810.628222766263,15.964285714285715,117,79.6,6.73
16,218,3,7,4237.131561313715,29.8125,135,57.57,8.14
14,145,14,9,2109.591445972311,24.42857142857143,87,59.57,7.78
16,158,18,10,2264.56474448751,18.375,114,48.84,10.62
34,302,9,6,5606.958596602455,15.882352941176471,145,70.13,7.31
11,103,4,6,1967.2836944488279,20.09090909090909,52,70.16,7.03
4,95,1,0,1228.5995160798966,23.75,51,64.68,7.44
8,86,3,6,1614.5094743319928,25.0,55,64.17,7.96
16,196,3,7,3989.8615738707877,26.5,127,58.18,7.38
28,313,16,8,5451.58606777217,20.392857142857142,218,63.22,9.06
21,195,2,7,3721.7293836925346,17.952380952380953,112,66.27,8.94
7,169,3,5,2820.230082250025,46.714285714285715,110,-26.95,10.53
38,378,13,11,6508.893430799551,19.315789473684212,202,74.63,7.72
8,89,4,7,1647.2561819501334,23.5,66,48.17,9.24
9,89,8,10,1468.1667642986554,21.66666666666667,67,64.07,8.02
15,152,7,9,2703.5975021151876,20.2,94,60.79,7.78
28,227,4,10,4150.405394227436,17.0,161,68.4,8.01
8,86,9,8,1326.5189221940761,22.75,65,66.2,7.61
9,78,8,2,1413.48699716176,20.0,54,34.77,6.69
30,207,3,3,3938.589959352674,14.066666666666665,130,81.02,5.39
24,227,9,4,3504.8452392293043,16.125,123,64.24,9.64
23,235,6,10,4313.6021560612,19.043478260869566,130,-360.58,11.11
22,195,4,5,3614.385035621433,16.272727272727273,142,-40.86,10.06
13,142,6,16,2526.4524825449607,22.153846153846153,113,70.47,6.8
15,135,7,3,2650.594503093214,18.066666666666666,82,63.53,7.14
20,247,6,13,4444.07158480072,24.75,140,-167.23,11.11
20,109,4,16,1821.8889589340756,11.8,47,64.1,6.61
18,154,6,7,2782.9631840467714,17.27777777777778,124,69.31,8.3
19,192,13,7,3302.6264195471063,19.526315789473685,140,51.31,10.39
28,207,12,19,3562.894055475656,12.642857142857142,87,90.5,3.41
38,285,8,5,4975.864268452686,14.447368421052632,220,-463.77,10.18
23,274,23,16,4596.636601977392,25.608695652173914,176,50.13,8.83
28,248,11,10,4286.949919149565,17.5,145,76.25,6.38
12,142,16,11,2391.2680037534897,23.08333333333333,99,70.4,6.8
31,306,11,14,5294.055076081555,19.225806451612907,165,65.96,7.95
24,253,11,16,4708.719804112345,22.0,155,58.76,8.48
1,86,12,7,1354.031829393514,171.0,59,-68.26,5.77
18,169,1,10,2949.1833581408455,18.055555555555557,91,64.95,7.9
24,168,11,20,3224.5530045378664,15.958333333333336,107,66.91,6.92
37,328,14,12,5759.204928907543,18.0,200,66.78,6.91
31,317,16,7,5471.072337457974,19.516129032258068,214,63.22,8.36
13,103,16,3,1477.879992661714,13.153846153846152,74,62.35,9.93
18,186,13,2,3095.916655207123,18.222222222222218,120,67.69,9.23
19,196,26,6,3251.616806993337,20.105263157894736,116,62.92,9.41
17,172,7,3,3187.5849401974115,21.11764705882353,100,52.57,7.79
11,140,4,4,2786.9528577330634,28.63636363636364,65,77.61,6.04
17,143,9,12,2379.744691436859,17.0,110,66.27,7.95
12,184,11,13,3373.215735790719,33.833333333333336,117,51.38,7.04
32,276,6,13,5459.767454763267,16.625,151,77.67,8.24
28,186,4,18,3351.3514573017283,13.142857142857142,117,76.25,6.67
36,311,12,13,5457.294401822847,16.944444444444443,164,67.69,6.67
11,97,6,5,1530.746070909647,17.818181818181817,67,66.88,6.96
19,191,11,11,3374.6614606371345,20.05263157894737,103,62.72,9.46
13,206,7,17,3682.004435554138,33.30769230769231,112,52.91,7.33
19,165,9,4,2758.2210014057005,16.368421052631582,114,59.13,9.75
18,270,28,10,4495.529779229272,31.83333333333333,169,52.8,6.92
14,116,3,2,2169.6288943555346,16.642857142857142,70,65.15,8.88
11,115,9,5,1920.1413908287984,21.818181818181817,93,66.61,6.74
24,192,8,10,3282.649580360309,14.541666666666664,129,70.73,7.36
23,281,11,16,5163.050440737133,25.52173913043478,162,-502.34,9.2
21,175,8,3,2833.4872155922853,16.0,79,67.38,8.76
38,283,17,17,4864.963897995798,14.73684210526316,160,70.73,7.13
28,190,8,12,3719.930275164342,13.107142857142858,117,71.55,8.7
19,199,26,8,2867.916492949787,18.157894736842106,155,12.67,10.8
15,164,15,4,2872.993241583824,20.8,126,62.01,8.19
38,413,4,10,7884.523954266476,25.0,133,67.72,7.15
15,158,11,15,2650.616738271169,19.133333333333333,127,64.24,8.54
19,213,6,3,3602.7745722542004,21.210526315789476,131,-304.42,10.94
7,107,5,7,1859.3164434593427,32.285714285714285,66,7.83,6.8
27,229,11,4,3537.791051333431,16.25925925925926,130,62.72,9.23
16,152,24,7,2241.4346134042826,18.75,111,75.34,7.14
43,345,0,9,5889.753393338729,15.651162790697676,155,60.18,8.01
28,218,9,9,4101.135087994265,17.178571428571427,131,77.16,6.27
26,354,24,9,6160.97575953464,25.5,250,49.69,10.86
8,77,8,7,1108.664225291397,23.75,56,41.91,9.59
18,257,6,8,4762.463327363308,29.277777777777782,153,-432.98,9.31
29,324,11,12,5762.949259104354,21.79310344827586,201,60.69,9.06
15,158,4,5,2798.6768388603145,21.33333333333333,94,40.25,8.6
37,346,14,10,5895.121042460793,18.45945945945946,177,-100.88,11.16
27,221,6,5,4327.715073746391,18.037037037037038,117,82.88,5.8
33,323,18,5,5480.60275519547,19.848484848484848,205,64.48,6.57
6,74,8,4,1189.3871096954313,27.83333333333333,47,42.05,7.91
22,162,5,4,2936.8818394496807,14.545454545454545,91,70.33,8.06
21,226,12,6,4104.354889391687,20.904761904761905,157,60.58,8.13
13,119,1,6,2100.8024863208493,18.76923076923077,71,63.93,7.72
17,158,4,7,2898.793900062777,20.176470588235293,104,59.67,7.55
19,226,14,14,4191.64723338243,24.157894736842106,119,66.3,7.15
36,317,11,24,5494.150404415919,19.027777777777782,181,-258.74,10.07
13,190,17,7,3476.197588475362,31.538461538461537,148,55.34,8.08
4,47,4,4,795.0403923518869,29.5,34,-22.92,6.52
44,386,17,11,6523.701387071837,17.704545454545453,227,73.0,6.45
8,101,3,1,2133.5941155851297,25.25,66,40.76,8.48
21,175,1,14,3157.2767420315977,16.952380952380953,116,67.49,8.07
17,163,18,5,2432.513409071123,18.764705882352946,106,63.63,9.23
35,347,18,9,6088.078173009543,18.62857142857143,182,-564.26,9.43
34,261,11,13,4560.004723875294,15.176470588235292,181,70.94,7.89
5,45,6,7,699.0414075948157,18.8,34,77.98,6.91
11,130,4,6,2380.8181457388227,23.09090909090909,86,56.93,9.01
19,241,4,12,4920.775365265154,26.684210526315788,128,65.93,6.51
14,122,10,14,2187.916350131625,18.857142857142858,77,75.24,6.33
2,20,8,1,259.46192295406695,20.0,16,93.48,7.2
21,177,10,7,3030.9238223576012,18.61904761904762,129,73.71,7.32
27,322,17,15,5636.239564907136,23.92592592592593,208,57.44,8.19
10,79,2,3,1549.3878109034008,13.9,50,79.6,8.06
4,35,2,2,763.0487885093935,17.5,27,88.26,5.22
14,123,7,4,2363.1547873823665,19.285714285714285,90,66.41,6.11
27,266,4,13,4948.655316540267,20.259259259259263,159,70.77,7.14
17,206,9,12,3365.14904423495,23.35294117647059,118,66.2,6.45
35,327,19,13,5228.57400787218,18.82857142857143,222,-573.39,9.14
8,65,5,2,1262.8662086236782,14.875,33,80.51,7.77
13,138,6,7,2237.5319193104465,22.0,83,64.78,7.27
21,194,5,6,3894.2367846807792,19.428571428571427,123,64.95,8.3
25,241,8,10,4457.435593633305,19.0,131,73.31,7.32
23,269,20,3,4021.129265591695,22.347826086956523,190,51.62,9.46
26,233,9,10,4312.081429866172,20.346153846153847,121,53.89,7.38
12,134,18,11,2051.2885290191216,20.58333333333333,104,69.04,7.09
5,56,4,3,1046.0765271536195,20.0,42,14.33,4.95
23,279,16,32,5087.724010402265,27.43478260869565,197,53.38,7.27
10,61,1,7,1085.7828586918804,11.2,46,82.75,4.81
24,257,38,12,3878.688563577855,20.08333333333333,190,69.75,7.38
30,270,8,15,4716.836669797425,19.4,146,64.14,7.9
23,170,14,5,2971.202262915969,14.304347826086955,119,79.5,6.67
34,291,10,8,4638.379454138566,16.735294117647058,183,69.21,7.49
5,69,4,2,1250.7682255824686,32.6,58,64.38,7.44
23,277,18,7,4759.799366719535,23.695652173913047,198,58.08,8.14
33,386,8,18,7038.81693400339,22.696969696969692,233,61.8,9.35
17,165,15,13,2602.640760997674,20.11764705882353,99,65.9,7.61
24,223,5,8,4313.318019545038,18.166666666666668,116,66.88,8.76
20,216,4,8,4110.813913305521,24.1,130,57.84,8.14
22,214,6,8,3849.6496285749436,20.63636363636364,114,73.81,7.49
18,360,22,8,6590.660572293706,36.888888888888886,170,14.47,8.43
9,70,7,5,1127.4196600999642,16.666666666666668,46,15.32,9.83
28,322,7,13,5868.474130673737,25.392857142857146,187,62.55,7.73
17,191,5,6,3710.3775760016138,22.64705882352941,119,-301.37,8.73
18,186,19,8,2918.9688701832342,17.0,149,56.08,9.58
24,235,9,3,4437.573437029191,20.45833333333333,131,72.39,6.68
45,379,19,18,6151.659682070649,16.11111111111111,237,68.6,8.94
38,304,9,25,5430.727815197507,16.289473684210527,137,69.92,8.47
29,262,11,9,4441.651494304709,17.0,137,65.35,8.65
9,82,6,4,1323.6338936175605,16.666666666666668,64,66.98,8.88
27,350,20,22,6036.868821963259,24.555555555555557,185,59.26,9.01
34,290,18,8,5004.642291841351,16.911764705882348,161,-197.84,9.14
10,207,11,17,3965.9750465393445,50.0,104,44.62,7.33
16,134,3,2,2405.2985536908727,16.0,99,66.98,7.02
20,152,8,16,2556.224107432793,16.6,83,67.38,7.31
26,229,6,17,4249.8017932446355,22.76923076923077,107,80.65,5.23
27,216,13,7,3922.0993751862397,15.111111111111109,131,71.65,8.41
18,232,5,14,3762.301393639971,25.16666666666667,122,53.07,9.64
15,155,9,8,2485.8049919550303,18.733333333333334,74,66.57,7.95
38,219,15,9,3964.1663472578543,11.73684210526316,145,87.25,4.06
34,335,11,7,6191.970757201195,20.794117647058822,201,72.19,7.38
37,341,4,18,5756.069152068315,17.864864864864863,175,68.3,8.36
21,176,11,9,2896.127901269715,17.761904761904766,140,66.57,8.18
23,184,14,9,3155.766967445181,17.304347826086953,111,66.57,8.53
10,149,3,7,2736.1065858333145,29.7,73,45.46,8.9
24,213,9,2,3790.272920977409,17.458333333333332,132,66.17,5.63
15,126,9,8,2167.680460470891,18.266666666666666,84,74.02,7.09
40,322,14,8,5304.221213684842,15.225,187,61.56,7.83
26,256,20,9,4126.319534902699,21.615384615384613,151,-99.39,9.19
23,217,14,8,3770.985106134861,20.91304347826087,137,63.83,8.07
18,155,10,14,2770.9523322781383,16.666666666666668,104,75.44,6.91
25,237,9,6,4237.661471650878,18.48,146,65.15,7.43
16,152,12,8,2732.264457008417,19.25,89,77.77,8.01
15,149,4,4,2749.5570271790466,19.53333333333333,100,29.89,8.48
29,180,14,11,3140.4564351111712,11.724137931034482,119,82.65,5.56
43,288,19,13,4356.997982846934,12.116279069767444,154,75.2,7.87
23,236,6,14,4602.058278030956,22.869565217391305,102,87.18,4.42
28,218,5,5,3716.586472521367,14.928571428571427,109,70.84,8.99
27,222,8,8,4020.0479876977497,16.37037037037037,144,69.01,7.72
43,421,15,11,7348.7998939240615,17.837209302325586,304,58.52,9.17
40,287,6,7,5340.257240575163,14.575,173,71.65,6.9
26,267,13,7,4712.1638043072335,20.346153846153847,168,74.12,8.71
17,148,2,3,2656.328038632318,18.58823529411765,92,74.22,6.62
25,203,7,0,3782.7054584017164,15.92,98,69.62,7.54
29,252,8,14,4379.75403146481,16.24137931034483,159,69.31,8.07
34,299,10,13,5134.619239485209,18.147058823529417,158,64.54,8.42
24,205,15,12,3603.899019887082,18.416666666666668,115,73.81,6.56
15,147,8,7,2560.9350062218346,20.0,101,65.46,7.38
21,152,10,9,2619.2448494358787,12.285714285714285,102,72.05,8.23
16,178,0,13,3163.3484270373833,24.375,108,55.51,7.85
23,262,14,17,4302.262037962118,22.347826086956523,188,62.82,8.83
15,127,9,11,2233.667629571128,17.666666666666668,82,64.54,8.01
23,236,7,8,4230.714429352954,21.65217391304348,140,-405.92,9.31
15,88,2,7,1760.139032145175,12.6,58,79.7,6.09
23,272,13,9,4646.452256416943,23.47826086956522,181,58.15,8.89
17,156,8,7,2969.3169368728963,18.764705882352946,108,83.7,6.38
11,209,6,7,4025.777022130791,36.45454545454545,88,61.23,8.77
17,177,6,13,3089.795011056209,20.11764705882353,88,55.98,9.93
9,92,6,9,1771.073448794919,19.777777777777782,65,75.17,6.63
19,153,1,3,2500.9564747214868,14.73684210526316,112,69.52,8.88
38,384,13,20,7164.2042991838125,18.026315789473685,222,66.27,8.94
13,106,3,3,1863.3432395476761,17.076923076923073,68,65.86,8.59
16,113,8,7,2034.7760747508294,13.25,62,64.0,8.41
31,251,12,6,4177.112602438915,16.225806451612904,137,75.03,7.25
16,142,4,9,2431.9727288620966,18.125,84,63.83,7.78
10,105,20,4,1613.9149711141933,20.4,76,71.07,8.19
24,240,2,4,4425.799734686605,18.625,147,-136.44,9.49
